"FileName","Url","FileType","SiteUrl","LibraryTitle","FolderPath","DocNumber","Description","Modified1","SizeBytes","UniqueId","ListId","ItemId","SearchText","WBS Description","Doc Type","FullTitleText","Main Group","Sub Group","Revision","Status","blobData","Company","SummaryText","DocKey","Sub_Vendor","AISummary","AISummarizedOn","AIKeywords","Discipline","FileLink","MDDRKey"
"6105AK124-0100-HPRC-0048_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0048_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0048_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0048, Rev. A   Project Site Wide - SOP 38.0 - Concrete Placing Equipment - Procedure  Reko<ddd/>","11/26/2025","578,906",,,,"6105AK124-0100-HPRC-0048_A",,"Procedure","SOP 38.0 - Concrete Placing Equipment","SOP","Ladders","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0048, Rev. A   Project Site Wide - SOP 38.0 - Concrete Placing Equipment - Procedure  Reko<ddd/>","6105AK124-0100-HPRC-0048_A",,,,,,,
"6105AK124-0000-ITMP-0042.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0042.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0042","Hookup Drawing Template","4/20/2025","118,178",,,,"6105AK124-0000-ITMP-0042",,"Hook-Up Drawing","General - Hook-Up Drawing - Laser transmitter mounted vertically - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0042.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0042",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0055_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0055_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0055_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0055, Rev. A   Project Site Wide - SOP 45.0 - Underwater Activities - Procedure  Reko Diq<ddd/>","11/27/2025","790,883",,,,"6105AK124-0100-HPRC-0055_A",,"Procedure","SOP 45.0 - Underwater Activities","SOP","Underwater Activities","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0055, Rev. A   Project Site Wide - SOP 45.0 - Underwater Activities - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0055_A",,,,,,,
"6105AK124-0000-ITMP-0031.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0031.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0031","Hookup Drawing Template","4/19/2025","123,676",,,,"6105AK124-0000-ITMP-0031",,"Hook-Up Drawing","General - Hook-Up Drawing - Microwave blocked chute detector (typical) - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0031.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0031",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0049_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0049_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0049_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0049, Rev. A   Project Site Wide - SOP 39.0 - Overhead and Underground Services - Procedure ","11/26/2025","1,146,413",,,,"6105AK124-0100-HPRC-0049_A",,"Procedure","SOP 39.0 - Overhead and Underground Services","SOP"," Overhead and Underground Services","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0049, Rev. A   Project Site Wide - SOP 39.0 - Overhead and Underground Services - Procedure ","6105AK124-0100-HPRC-0049_A",,,,,,,
"6105AK124-0000-ITMP-0023.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0023.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0023","Hookup Drawing Template","4/19/2025","129,911",,,,"6105AK124-0000-ITMP-0023",,"Hook-Up Drawing","General - Hook-Up Drawing - Temperature switch - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0023.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0023",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0052_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0052_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0052_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0052, Rev. A   Project Site Wide - SOP 42.0 - Pre-Cast Construction - Procedure  Reko Diq<ddd/>","11/26/2025","761,156",,,,"6105AK124-0100-HPRC-0052_A",,"Procedure","SOP 42.0 - Pre-Cast Construction","SOP","Pre-Cast Construction","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0052, Rev. A   Project Site Wide - SOP 42.0 - Pre-Cast Construction - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0052_A",,,,,,,
"6105AK124-0000-ITMP-0048.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0048.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0048","Hookup Drawing Template","4/20/2025","122,357",,,,"6105AK124-0000-ITMP-0048",,"Hook-Up Drawing","General - Hook-Up Drawing - Double acting solenoid with term box - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0048.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0048",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0017_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0017_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0017_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0017, Rev. A   Project Site Wide - SOP 12.0 - Personal Protective Equipment - Procedure  Reko<ddd/>","11/13/2025","576,621",,,,"6105AK124-0100-HPRC-0017_A",,"Procedure","SOP 12.0 - Personal Protective Equipment","SOP","Personal Protective Equipment","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0017, Rev. A   Project Site Wide - SOP 12.0 - Personal Protective Equipment - Procedure  Reko<ddd/>","6105AK124-0100-HPRC-0017_A",,,,,,,
"6105AK124-0000-ITMP-0024.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0024.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0024","Hookup Drawing Template","4/19/2025","121,881",,,,"6105AK124-0000-ITMP-0024",,"Hook-Up Drawing","General - Hook-Up Drawing - Vibrating fork level switch - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0024.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0024",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0027_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0027_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0027_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0027, Rev. A   Project Site Wide - SOP 21.0 - Permit to Work Systems - Procedure  Reko Diq<ddd/>","11/18/2025","572,541",,,,"6105AK124-0100-HPRC-0027_A",,"Procedure","SOP 21.0 - Permit to Work Systems","SOP","Permit to Work Systems","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0027, Rev. A   Project Site Wide - SOP 21.0 - Permit to Work Systems - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0027_A",,,,,,,
"6105AK124-0000-ITMP-0038.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0038.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0038","Hookup Drawing Template","4/19/2025","120,257",,,,"6105AK124-0000-ITMP-0038",,"Hook-Up Drawing","General - Hook-Up Drawing - Mass meter load cell for bins - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0038.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0038",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0040_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0040_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0040_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0040, Rev. A   Project Site Wide - SOP 31.0 - Working On-Over or Adjacent to Water - ","11/21/2025","584,491",,,,"6105AK124-0100-HPRC-0040_A",,"Procedure","SOP 31.0 - Working On-Over or Adjacent to Water","SOP","Working On-Over or Adjacent to Water","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0040, Rev. A   Project Site Wide - SOP 31.0 - Working On-Over or Adjacent to Water - ","6105AK124-0100-HPRC-0040_A",,,,,,,
"6105AK124-0000-ITMP-0055.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0055.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0055","Hookup Drawing Template","4/20/2025","136,875",,,,"6105AK124-0000-ITMP-0055",,"Hook-Up Drawing","General - Hook-Up Drawing - Laser transmitter mounted horizontally - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0055.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0055",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0041_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0041_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0041_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0041, Rev. A   Project Site Wide - SOP 32.0 - Hazardous Materials - Procedure  Reko Diq<ddd/>","11/21/2025","600,850",,,,"6105AK124-0100-HPRC-0041_A",,"Procedure","SOP 32.0 - Hazardous Materials","SOP","Hazardous Materials","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0041, Rev. A   Project Site Wide - SOP 32.0 - Hazardous Materials - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0041_A",,,,,,,
"6105AK124-0000-ITMP-0036.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0036.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0036","Hookup Drawing Template","4/20/2025","118,497",,,,"6105AK124-0000-ITMP-0036",,"Hook-Up Drawing","General - Hook-Up Drawing - Inline on-off control valve - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0036.pdf","Other","Hookup Drawing Template","6105AK124-0000-ITMP-0036",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0037_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0037_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0037_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0037, Rev. A   Project Site Wide - SOP 29.0 - Excavation Work - Procedure  Reko Diq Mining<ddd/>","11/21/2025","584,941",,,,"6105AK124-0100-HPRC-0037_A",,"Procedure","SOP 29.0 - Excavation Work","SOP","Excavation Work","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0037, Rev. A   Project Site Wide - SOP 29.0 - Excavation Work - Procedure  Reko Diq Mining<ddd/>","6105AK124-0100-HPRC-0037_A",,,,,,,
"6105AK124-0000-ITMP-0080.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0080.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0080","of Area Equipment 5 6 7 2 3 4 Item Number 1 8 9 1 1 Page Drawing Number Project No Document Number Description Tag number as per MFD Checked Equipment accesible Block and drain<ddd/>","10/29/2024","71,575",,,,"6105AK124-0000-ITMP-0080",,"Check List","General - Instrumentation Check list - Pressure Switch Installation - Forms - Template
",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0080.pdf","Other","of Area Equipment 5 6 7 2 3 4 Item Number 1 8 9 1 1 Page Drawing Number Project No Document Number Description Tag number as per MFD Checked Equipment accesible Block and drain<ddd/>","6105AK124-0000-ITMP-0080",,,,,"Instrumentation",,
"6105AK124-0100-HPRC-0045-A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0045-A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0045-A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0045, Rev. A   Project Site Wide - SOP 35.0 - Portable Power Tools - Procedure  Reko Diq<ddd/>","11/21/2025","575,216",,,,"6105AK124-0100-HPRC-0045-A",,"Procedure","SOP 35.0 - Portable Power Tools","SOP","Portable Power Tools","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0045, Rev. A   Project Site Wide - SOP 35.0 - Portable Power Tools - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0045-A",,,,,,,
"6105AK124-0000-ITMP-0099.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ITMP-0099.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ITMP-0099","BRP-Quality Control Plan BRP-Quality Control Plan SAMPLE POINTS INSPECTION AND TEST PLAN (ITP) Client: H = Hold Scope Rating Main Contractor: W = Witness 1. Critical Sub-Contractor<ddd/>","4/19/2025","210,722",,,,"6105AK124-0000-ITMP-0099",,"ITP","General - ITP Sample Points - Template
",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ITMP-0099.pdf","Other","BRP-Quality Control Plan BRP-Quality Control Plan SAMPLE POINTS INSPECTION AND TEST PLAN (ITP) Client: H = Hold Scope Rating Main Contractor: W = Witness 1. Critical Sub-Contractor<ddd/>","6105AK124-0000-ITMP-0099",,,,,"Instrumentation",,
"6105AK038-7179-ID12-0087_A.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-7179-ID12-0087_A.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-7179-ID12-0087_A","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","12/12/2025","335,639",,,,"6105AK038-7179-ID12-0087_A","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D12 - Drawing – Instrument","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Instrument Loop Drawing  7179-PP-005 - ","Instrument ","Loop Drawing","A","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-7179-ID12-0087_A",,,,,"INSTRUMENTATION",,
"6105AK124-0100-HPRC-0056_A.docx","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's/6105AK124-0100-HPRC-0056_A.docx","docx","https://ppetechcoza.sharepoint.com/sites/SHERQ","SHERQ","https://ppetechcoza.sharepoint.com/sites/SHERQ/Safety/5) PHASGS_Standard Operating Procedures_SOP's","6105AK124-0100-HPRC-0056_A"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0056, Rev. A   Project Site Wide - SOP 46.0 - Underground Construction - Procedure  Reko Diq<ddd/>","11/27/2025","596,431",,,,"6105AK124-0100-HPRC-0056_A",,"Procedure","SOP 46.0 - Underground Construction","SOP"," Underground Construction","A","Pending",,"Other"," Reko Diq Mining Company (Private) Limited Reko Diq Mining Project 6105AK124-0100-HPRC-0056, Rev. A   Project Site Wide - SOP 46.0 - Underground Construction - Procedure  Reko Diq<ddd/>","6105AK124-0100-HPRC-0056_A",,,,,,,
"6105AK124-0000-ETMP-0072.pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC/6105AK124-0000-ETMP-0072.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/SHERQ","QC_Templates","https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite QC","6105AK124-0000-ETMP-0072","      V A Temperature Set maximum indicator YES NO Alarm correct Neutral Earth NO YES NO YES NE condition Neutral Earth Equipment Earth mΩ mΩ mΩ Buchholz Oil Relay Earthing<ddd/>","11/4/2024","112,095",,,,"6105AK124-0000-ETMP-0072",,"Certificate","General - Test Certificate - Transformer - Form - Template",,,,,"https://ppetechcoza.sharepoint.com/sites/SHERQ/OnSite%20QC/6105AK124-0000-ETMP-0072.pdf","Other","      V A Temperature Set maximum indicator YES NO Alarm correct Neutral Earth NO YES NO YES NE condition Neutral Earth Equipment Earth mΩ mΩ mΩ Buchholz Oil Relay Earthing<ddd/>","6105AK124-0000-ETMP-0072",,,,,"Electrical",,
"6105AK038-7179-ID12-0007_0.pdf","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION/6105AK038-7179-ID12-0007_0.pdf","pdf","https://ppetechcoza.sharepoint.com/sites/ENG2","INSTRUMENTATION","https://ppetechcoza.sharepoint.com/sites/ENG2/INSTRUMENTATION","6105AK038-7179-ID12-0007_0","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","12/12/2025","339,066",,,,"6105AK038-7179-ID12-0007_0","7179 - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line","D12 - Drawing – Instrument","Detailed Design - Early Works - Off-Site Borehole Fieldwater Pipeline - Fan Sediments Construction Line - Instrument Loop Drawing  7179-F-095 - Sht. 1 of 1","Drawing"," Instrument","0","Pending",,"PPE Technologies","Model This drawing and its contents are confidential, are subject to return on demand and may not be copied or disclosed to any third party or used directly or indirectly for any<ddd/>","6105AK038-7179-ID12-0007_0",,,,,"INSTRUMENTATION",,
